names,genre,date_x,score
Triple Frontier,Action| Thriller| Crime| Adventure,2019,"6,3"
Moana,Adventure| Comedy| Family| Animation,2016,"7,6"
Beetlejuice,Fantasy| Comedy,1988,"7,4"
Naruto the Movie: Ninja Clash in the Land of Snow,Comedy| Action| Animation| Adventure,2004,"7,3"
Barbie Mariposa & the Fairy Princess,Animation| Family| Fantasy,2013,"6,9"
Don't Blame the Kid,Comedy| Romance,2016,"7,7"
Young Mom 2,Romance,2019,1
Underwater,Horror| Science Fiction| Action| Adventure,2020,"6,3"
Kate,Action,2021,"6,7"
Mirai,Animation| Family| Fantasy| Adventure| Drama,2018,"7,2"
After Earth,Science Fiction| Action| Adventure,2013,"5,2"
The Hitman's Bodyguard,Action| Comedy,2017,"6,9"
Con Air,Action| Thriller| Crime,1997,"6,7"
From Russia with Love,Action| Thriller| Adventure,1964,"7,1"
The Wedding Ringer,Comedy,2015,"6,5"
Teenage Mutant Ninja Turtles,Science Fiction| Action| Adventure| Comedy| Family,1990,"6,6"
Teenage Mutant Ninja Turtles,Science Fiction| Action| Adventure| Comedy| Family,1990,"6,6"
Irreversible,Drama| Thriller| Crime| Mystery,2004,"7,2"
Point Break,Action| Adventure| Crime| Thriller,2016,"5,9"
Point Break,Action| Adventure| Crime| Thriller,2016,"5,9"
Money Heist: The Phenomenon,Documentary,2020,"7,5"
The Man from Earth: Holocene,Drama| Science Fiction,2017,"5,7"
Death Wish,Action| Crime| Drama| Thriller,2018,"6,1"
10 Earthquake,Drama| Adventure| Action,2014,5
Paranormal Activity: The Marked Ones,Horror| Thriller,2014,"5,4"
Blood Red Sky,Horror| Thriller| Action,2021,7
The Others,Horror| Mystery| Thriller,2001,"7,6"
Death Race,Action| Thriller| Science Fiction,2008,"6,2"
Son of the Mask,Fantasy| Comedy| Family| Adventure,2005,"4,1"
Splatter: Naked Blood,Science Fiction| Horror,1996,"5,9"
The Beasts,Thriller| Drama,2022,"7,5"
Riverdance: The Animated Adventure,Animation| Fantasy| Music| Adventure| Comedy| Family,2022,"5,9"
Fiona,Horror,2022,7
21 Jump Street,Action| Comedy| Crime,2012,"6,9"
Confess; Fletch,Crime| Comedy| Mystery,2022,"6,3"
CODA,Drama| Music| Romance,2021,8
The Happening,Thriller| Science Fiction,2008,"5,3"
Ouija: Origin of Evil,Horror,2016,"6,1"
The House of the Lost on the Cape,Animation| Drama| Family,2021,"5,8"
Step Up 3D,Drama| Romance,2010,"6,8"
The Babysitter: Killer Queen,Comedy| Horror,2020,"6,4"
Yes Man,Comedy| Romance,2009,"6,7"
Naruto ga Hokage Ni Natta Hi,Animation| Drama| Fantasy,2016,"6,8"
Mamma Mia!,Comedy| Romance,2008,7
Ghost,Fantasy| Drama| Thriller| Mystery| Romance,1990,"7,2"
Sanctum,Action| Thriller,2011,6
Mrs. Harris Goes to Paris,Drama| Comedy,2022,"7,3"
The Last 10 Years,Drama| Romance,2022,"6,7"
Unconditional,Drama,2012,"6,8"
Inuyasha the Movie 3: Swords of an Honorable Ruler,Animation| Fantasy| Adventure,2003,"7,8"
Exorcist: The Beginning,Horror| Mystery| Thriller,2004,"5,4"
Dunkirk,War| Action| Drama,2017,"7,5"
Aristotle and Dante Discover the Secrets of the Universe,Drama,2022,"7,3"
Meet the Spartans,Comedy,2008,4
Rape Zombie: Lust of the Dead 3,Horror| Comedy,2013,"5,8"
Chunin Exam on Fire! and Naruto vs. Konohamaru!,Animation| Action,2011,"6,7"
Mickey and Minnie Wish Upon a Christmas,Animation,2021,"6,9"
No Good Deed,Crime| Thriller,2014,6
Percy Jackson: Sea of Monsters,Adventure| Family| Fantasy,2013,6
Seitokai Yakuindomo the Movie 2,Animation| Comedy,2021,"6,3"
Sniper: Ghost Shooter,Action| Drama| War,2016,"6,4"
Pelé: Birth of a Legend,Drama,2016,"7,4"
The Founder,Drama| History,2016,"7,1"
High School Musical 3: Senior Year,Comedy| Romance| Drama| Family| Music,2008,"6,6"
Step Up Revolution,Music| Drama| Romance,2012,"6,9"
The Social Network,Drama,2010,"7,3"
Game Night,Mystery| Comedy| Crime,2018,"6,8"
Dragon Ball Z: Dead Zone,Animation| Action| Fantasy,1989,"6,7"
Bleeding Steel,Action| Science Fiction| Thriller,2017,"5,9"
Franco Escamilla: Eavesdropping,Comedy,2022,"8,7"
The Courier,Thriller| History| Drama| Action,2021,7
Swapping; That Dangerous Sex,Romance,2020,0
Malicious,Comedy,1973,"7,1"
Thunder Force,Action| Adventure| Comedy| Science Fiction,2021,"5,6"
Zathura: A Space Adventure,Science Fiction| Adventure| Family,2006,"6,4"
Pretty Woman,Comedy| Romance,1990,"7,4"
Stromboli,Drama,2022,"5,3"
The Day After Tomorrow,Action| Adventure| Science Fiction| Thriller,2004,"6,5"
Trigger Point,Action| Thriller,2021,"6,5"
The Nutcracker and the Four Realms,Fantasy| Adventure| Family,2018,"6,1"
The In Between,Romance| Science Fiction| Drama,2022,"7,3"
Wonder,Drama| Family,2017,"8,2"
Poker Face,Thriller,2022,"5,9"
Wanted,Action| Thriller| Crime,2008,"6,5"
Trolls Holiday,Adventure| Animation| Family| Fantasy,2017,"6,7"
Spy Kids 2: The Island of Lost Dreams,Action| Adventure| Family| Comedy| Science Fiction,2003,"5,6"
47 Ronin,Drama| Action| Fantasy,2014,"6,2"
Mirage,Thriller| Drama| Mystery| Fantasy,2019,"7,5"
Batman: The Dark Knight Returns; Part 2,Science Fiction| Action| Animation| Mystery,2013,8
Friday the 13th,Horror,2009,"5,7"
Friday the 13th,Horror,2009,"5,7"
Pride and Prejudice and Zombies,Romance| Horror| Comedy| Thriller,2016,"6,2"
Freddy's Dead: The Final Nightmare,Horror| Thriller,1991,"5,3"
Mahjong Nights,Drama,2021,"6,2"
The Ant Bully,Fantasy| Adventure| Animation| Comedy| Family,2006,"5,7"
Anna,Thriller| Action,2019,"6,7"
Anna,Thriller| Action,2019,"6,7"
The Man from Nowhere,Action| Thriller| Crime,2011,"7,7"
Comrade,Action| Drama,2006,6
Batman: The Dark Knight Returns; Part 1,Science Fiction| Action| Animation| Mystery,2012,"7,7"
EO,Drama,2023,"6,6"
Parasyte: Part 1,Science Fiction| Horror,2014,"7,1"
The Letters,Drama,2015,"5,9"
Scooby-Doo 2: Monsters Unleashed,Mystery| Fantasy| Adventure| Comedy,2004,6
Spies in Disguise,Animation| Action| Adventure| Comedy| Family,2020,"7,7"
Porco Rosso,Family| Comedy| Animation| Adventure,2005,"7,8"
The Possession of Hannah Grace,Horror| Drama,2018,"5,6"
Erotic Tutoring,Romance| Comedy| Drama,2016,"5,4"
Fantastic Four,Action| Adventure| Fantasy| Science Fiction,2005,"5,8"
Army of Darkness,Fantasy| Horror| Comedy,1993,"7,3"
Tomb Raider,Action| Adventure| Fantasy,2018,"6,4"
Sky High,Action| Drama| Thriller,2020,"6,1"
One Day,Drama| Romance,2011,"7,4"
The Apostle,Drama,2014,"6,5"
Curse of Chucky,Horror| Thriller,2013,"5,9"
Rape Zombie: Lust of the Dead 2,Horror| Comedy,2013,"4,6"
Tenor,Comedy| Drama,2022,"7,2"
Species,Science Fiction| Horror| Action,1995,"5,9"
An American Werewolf in London,Horror| Comedy,1981,"7,4"
Hellboy,Fantasy| Action,2004,"6,7"
Hellboy,Fantasy| Action,2004,"6,7"
The Communion Girl,Horror,2023,"5,1"
Event Horizon,Horror| Science Fiction| Mystery,1997,"6,5"
Mad Max,Adventure| Action| Thriller| Science Fiction,1979,"6,7"
Scooby-Doo! Curse of the Lake Monster,Mystery| Fantasy| Comedy| Adventure,2011,"6,2"
Journey to the Center of the Earth,Adventure| Fantasy| Family,1959,7
Widows,Crime| Thriller,2019,"6,5"
Ivy + Bean: Doomed to Dance,Family| Comedy,2022,"7,5"
Escape from Alcatraz,Drama| Thriller,1979,"7,5"
Motherly,Thriller| Horror,2021,"5,8"
Leprechaun 3,Comedy| Horror,1995,"5,9"
A Night at the Kindergarten,Comedy,2022,"5,8"
Quella provincia maliziosa,Comedy,1975,"3,7"
Cloudy Mountain,Action| Adventure| Drama,2021,"7,5"
Vanquish,Action| Crime| Thriller,2021,"5,6"
Duende Maldito 2,Comedy| Horror,1994,"5,5"
Fugitive: The Curious Case of Carlos Ghosn,Documentary,2022,"6,5"
Countdown,Horror| Thriller,2019,"6,3"
13 Assassins,Adventure| Drama| Action,2011,"7,3"
Evan Almighty,Fantasy| Comedy| Family,2007,"5,6"
Violence Porno: Rope and Rape,Thriller,1982,3
Mr. Peabody & Sherman,Animation| Adventure| Family,2014,"6,7"
The Orphanage,Horror| Drama| Thriller,2008,"7,2"
Rurouni Kenshin Part I: Origins,Adventure| Action| Drama| History,2012,"7,6"
Passengers,Drama| Romance| Science Fiction,2016,"6,9"
Black Emanuelle,Drama| Romance| Adventure,1975,"4,6"
Officetel - Skillful Ones,Romance,2019,0
Ella Enchanted,Family| Fantasy| Comedy,2020,"6,4"
The Terminal,Comedy| Drama,2004,"7,3"
The Karate Kid,Action| Family| Drama,1984,"7,2"
The Karate Kid,Action| Family| Drama,1984,"7,2"
Mary Poppins,Comedy| Family| Fantasy,1965,"7,6"
The Hunchback of Notre Dame II,Animation| Family| Comedy,2002,"5,4"
The Outsiders,Crime| Drama,1983,"7,3"
In the Arms of an Assassin,Romance| Thriller,2019,8
Bad Lieutenant: Port of Call - New Orleans,Drama| Crime,2009,"6,1"
Hello World,Animation| Romance| Science Fiction,2019,"7,3"
Garfield: A Tail of Two Kitties,Animation| Comedy| Family| Adventure,2006,"5,5"
I Still Believe,Music| Drama| Romance,2020,"7,6"
Good Luck to You; Leo Grande,Comedy| Romance| Drama,2022,7
Transporter 3,Action| Adventure| Thriller| Crime,2009,"6,1"
Coming to America,Comedy| Romance,1988,"6,9"
Rumble,Animation| Family,2022,"6,9"
Delicious Room Salon Service,Romance,2018,"6,8"
Barbie: Spy Squad,Action| Animation| Family,2016,"6,9"
Sarah's Key,Drama| War,2010,"7,3"
Regular Show: The Movie,Animation| Comedy| Science Fiction| TV Movie,2015,"7,9"
The Bourne Ultimatum,Action| Drama| Mystery| Thriller,2007,"7,4"
V for Vendetta,Action| Thriller| Science Fiction,2006,"7,9"
AVP: Alien vs. Predator,Adventure| Science Fiction| Action| Horror,2004,"5,9"
Pandemic,Action| Science Fiction| Horror,2016,"4,9"
Dungeons & Dragons: The Book of Vile Darkness,Adventure| Fantasy| TV Movie,2012,"4,3"
Double Impact,Thriller| Action| Crime| Drama,1991,"6,1"
The Greatest Showman,Drama,2017,"7,9"
The Fly,Horror| Science Fiction,1987,"7,4"
No Game No Life: Zero,Animation| Action| Drama,2017,"7,9"
Centauro,Action| Crime| Thriller,2022,"6,3"
The Little Things,Crime| Drama| Thriller,2021,"6,3"
Unforgetful Holiday,Drama,1992,"5,5"
Freaky Friday,Comedy| Family| Fantasy,2003,"6,4"
The Wind Rises,Drama| Animation| War| Romance,2014,"7,8"
RED 2,Action| Comedy| Crime| Thriller,2013,"6,5"
Atomic Blonde,Action| Thriller,2017,"6,4"
The Last Witch Hunter,Fantasy| Action| Adventure,2015,"5,9"
The Corpse of Anna Fritz,Drama| Thriller,2015,"6,9"
Bosomy Tae-hee,Romance,2020,"6,5"
The Price of Family,Comedy,2022,"6,5"
Fatherhood,Drama| Comedy,2021,"7,6"
Young Aunt 2,Romance,2019,1
Rumble in the Bronx,Crime| Action| Comedy| Thriller,1996,"6,8"
Magic Mike XXL,Comedy| Drama,2015,"6,2"
Idiocracy,Comedy| Science Fiction| Adventure,2007,"6,3"
Basic Instinct,Thriller| Mystery,1992,"6,9"
Infidelity in Suburbia,Thriller| TV Movie,2017,"6,4"
How to Blow Up a Pipeline,Crime| Drama| Thriller,2023,7
Hostel,Horror,2006,"5,9"
Level 16,Science Fiction| Thriller,2019,"6,8"
Pinocchio,Drama| Family| Fantasy,2020,"6,6"
Pinocchio,Drama| Family| Fantasy,2020,"6,6"
Pinocchio,Drama| Family| Fantasy,2020,"6,6"
The Key,Drama| Romance,1983,6
Leroy & Stitch,Animation| Comedy| Family,2006,"6,6"
Ride or Die,Drama| Romance| Thriller,2021,"6,5"
Space Jam,Family| Animation| Comedy| Science Fiction,1996,"6,8"
Polar,Action| Crime| Drama,2019,"6,2"
Togo,Adventure| Family,2019,"8,2"
Blue Lagoon: The Awakening,Drama| Adventure| Romance| TV Movie,2012,"6,5"
Given,Animation| Drama| Music| Romance,2020,"8,3"
Donnie Darko,Fantasy| Drama| Mystery,2002,"7,8"
mother!,Drama| Horror| Mystery,2017,7
Planes: Fire & Rescue,Animation| Comedy| Adventure| Family,2014,"6,1"
Pelé,Documentary,2021,"7,5"
The Transporter Refueled,Action| Thriller| Crime,2015,"5,5"
Sniper: Ultimate Kill,Action,2017,"6,5"
Dragon Ball: Curse of the Blood Rubies,Action| Animation| Adventure| Comedy| Fantasy| Science Fiction,1986,"6,8"
Far from the Tree,Animation| Family,2021,"8,1"
Demolition Man,Crime| Action| Science Fiction,1993,"6,7"
Unfaithful,Thriller| Drama,2002,"6,6"
Space Pirate Captain Harlock,Animation| Science Fiction,2014,"6,6"
Dark Blood,Crime| Drama,2021,"5,5"
Sex and Lucía,Drama| Romance,2001,"6,7"
The Ark,TV Movie| Drama,2015,"6,3"
The Thing,Horror| Science Fiction| Mystery| Thriller,2011,"6,2"
Jason Bourne,Action| Thriller| Mystery,2016,"6,3"
The Hateful Eight,Drama| Mystery| Western,2016,"7,7"
Down,Horror| Drama| Thriller,2019,"6,9"
Snatch,Crime| Comedy,2000,"7,8"
Cristiano de la Secreta,Comedy,2009,"7,2"
The Shape of Water,Drama| Fantasy| Romance,2017,"7,2"
Lockout,Action| Thriller| Science Fiction,2012,"5,9"
A Nightmare on Elm Street,Horror| Mystery| Thriller,2010,"5,5"
A Nightmare on Elm Street,Horror| Mystery| Thriller,2010,"5,5"
Ace Ventura: Pet Detective,Comedy| Adventure,1994,"6,5"
Enemy at the Gates,Drama| War| History,2001,"7,4"
Tooth Fairy,Comedy| Family| Fantasy,2010,"5,5"
Friday the 13th: The Final Chapter,Horror,1984,"6,1"
The League of Extraordinary Gentlemen,Fantasy| Action| Thriller| Science Fiction,2003,6
The Hunt,Action| Thriller| Horror,2020,"6,7"
Suki,Drama,2023,3
Dark Waters,Drama| Thriller,2020,"7,5"
Clown,Horror,2016,"5,7"
Time Trap,Science Fiction| Adventure,2017,"6,2"
Deuce Bigalow: European Gigolo,Comedy,2005,"5,2"
House of the Witch,Horror| TV Movie,2017,"4,7"
Bombshell,Drama,2020,"6,8"
Que Viva Mexico!,Documentary| History,1979,"7,1"
Jackass Forever,Comedy| Documentary,2022,"6,8"
Us X Her,Drama| Romance| Thriller,2022,"5,8"
Beau Is Afraid,Comedy| Drama| Horror| Adventure,2023,0
We Were Soldiers,Action| History| War,2002,"7,1"
Furies,Action| Drama,2022,"6,2"
The King's Daughter,Fantasy| Adventure| Family,2022,"7,2"
Yu Pui Tsuen III,Drama,1996,"4,9"
Palmer,Drama,2021,8
Deep Blue Sea 3,Action| Horror| Science Fiction,2020,"5,8"
The Silence,Horror| Drama| Thriller| Fantasy,2019,6
50 First Dates,Comedy| Romance,2004,"6,8"
Trading Places,Comedy,1984,"7,2"
Endless Love,Romance| Drama,1981,"5,7"
A Dog's Way Home,Drama| Adventure| Family,2019,"7,3"
Rings,Horror,2017,5
Fear Street: 1666,Mystery| Horror,2021,"7,2"
Friend's Mothers,Romance,2018,0
Barbie: The Princess & The Popstar,Family| Animation,2012,"7,2"
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,1985,"5,8"
Hummingbird,Action| Thriller,2013,"6,2"
Logan Lucky,Comedy| Crime| Action| Drama,2017,"6,7"
Hot Girls Wanted,Documentary,2015,6
South Park: Post COVID: The Return of COVID,Animation| Comedy| TV Movie,2021,"7,4"
Doomsday,Action| Thriller| Science Fiction,2008,6
The Outlaws,Action| Crime,2017,"7,8"
Frankenweenie,Animation| Comedy| Family,2012,"6,9"
2 Guns,Action| Comedy| Crime,2013,"6,5"
The Raffle,Drama,1991,7
Young & Beautiful,Drama,2014,"6,4"
Cell 211,Action| Thriller| Drama,2010,"7,5"
I; Tonya,Drama,2018,"7,5"
The Wailer,Horror,2006,"6,9"
Scarface,Action| Crime| Drama| Thriller,1932,"7,5"
Horrible Bosses 2,Comedy,2014,"6,2"
The Secret World of Arrietty,Fantasy| Animation| Family,2010,"7,6"
A Cinderella Story,Comedy| Family| Romance,2010,"6,5"
Bloodsport,Action| Drama,1988,7
American Beauty,Drama,2000,8
Reservoir Dogs,Crime| Thriller,1993,"8,1"
The Invisible Man,Thriller| Science Fiction| Horror,2020,"7,1"
Accident Man: Hitman's Holiday,Action| Comedy| Crime,2022,"6,9"
Buddha 2: The Endless Journey,Animation| Drama| History,2014,"7,6"
Paddington 2,Adventure| Comedy| Family,2017,"7,5"
A Knight's Tale,Adventure| Drama| Romance| Action,2001,"6,9"
Dora and the Lost City of Gold,Adventure| Comedy| Family| Fantasy,2019,"6,7"
High School Musical,Comedy| Drama| Family| Music| Romance| TV Movie,2006,"6,6"
Ghost Ship,Horror| Mystery| Thriller,2002,"5,9"
Za gyakutai: Nyotai ikedori-hen,,1987,"6,5"
EverAfter,Drama| Romance| Comedy,1998,"7,4"
A Classic Horror Story,Horror| Mystery,2021,"5,9"
Jack Ryan: Shadow Recruit,Action| Drama| Thriller,2014,"6,1"
A Time to Kill,Crime| Drama| Thriller,1996,"7,4"
Into the Storm,Action| Thriller,2014,6
Stonehearst Asylum,Thriller| Mystery| Horror,2014,"6,8"
Carrie,Drama| Horror,2013,6
Carrie,Drama| Horror,2013,6
Rookie of the Year,Family| Comedy,1993,"6,1"
Dominion: Prequel to The Exorcist,Horror,2005,"5,3"
2 Hearts,Romance| Drama,2020,"7,5"
First Love,Romance| Drama,2022,"5,9"
Bird Box,Thriller| Drama| Science Fiction,2018,"6,9"
Horrible Bosses,Comedy| Crime,2011,"6,6"
Young Mom,Romance,2017,0
The Forgiven,Drama,2022,"5,9"
The Mechanic,Action| Thriller| Crime,2011,"6,5"
The Adventures of Tintin,Adventure| Animation| Mystery,2011,"6,9"
DodgeBall: A True Underdog Story,Comedy,2004,"6,3"
Greta,Mystery| Thriller| Horror,2019,"6,6"
Us,Horror| Thriller| Mystery,2019,7
Leatherface,Horror| Thriller| Mystery,2017,"5,5"
Young Mother: The Original,Drama| Romance,2016,"5,6"
Barbie in the Pink Shoes,Animation| Family,2017,"6,8"
Sentinelle,Thriller| Action| Drama,2021,"5,9"
The Little Prince,Adventure| Animation| Fantasy| Family,2015,"7,6"
Into the Wild,Adventure| Drama,2007,"7,8"
Tremors,Horror| Comedy| Action| Science Fiction,1990,"6,9"
Stuart Little 2,Family| Adventure| Animation| Comedy,2002,"5,7"
Vertigo,Mystery| Romance| Thriller,1959,"8,2"
The King's Avatar: For the Glory,Animation| Action| Adventure| Fantasy,2019,"6,7"
Chinese Zodiac,Action| Adventure,2014,"6,2"
Cobra,Action| Crime| Thriller,1986,6
The Return of the Living Dead,Horror| Comedy,1985,"7,1"
Sex Is Zero,Comedy| Drama,2002,"6,1"
Uncut Gems,Drama| Thriller| Crime,2020,"7,1"
Herbie Fully Loaded,Comedy| Family| Adventure| Fantasy| Romance,2005,"5,7"
It Boy,Comedy,2013,"6,3"
Rubius X,Documentary,2022,"8,5"
Everybody Hates Johan,Comedy,2022,"5,9"
Pocahontas II: Journey to a New World,Family| Adventure| Animation| Romance,1998,"5,5"
John Q,Drama| Thriller| Crime,2002,"7,1"
The Perks of Being a Wallflower,Drama,2012,"7,8"
One Piece 3D: Straw Hat Chase,Animation| Adventure,2011,"6,8"
Tomorrow Never Dies,Adventure| Action| Thriller,1998,"6,3"
Hellboy II: The Golden Army,Fantasy| Action,2008,"6,8"
American Pie: Revealed,Documentary| Comedy,2004,"5,9"
All Ladies Do It,Comedy| Drama,1992,"4,6"
Back to the Future Part III,Adventure| Comedy| Science Fiction,1990,"7,5"
Naruto the Movie: Legend of the Stone of Gelel,Animation| Adventure| Fantasy,2005,"6,6"
Neighbors,Comedy,2014,"6,2"
Red Sparrow,Mystery| Thriller,2018,"6,5"
The Unborn,Horror| Thriller| Mystery,2009,"5,2"
The Gods Must Be Crazy,Action| Comedy,1984,"7,3"
Lights Out,Horror| Thriller| Mystery,2016,"6,3"
Scary Stories to Tell in the Dark,Horror| Thriller,2019,"6,5"
Young Mother-in-Law,Romance,2018,9
Return of the Jedi,Adventure| Action| Science Fiction,1983,"7,9"
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,Documentary,2023,"6,8"
Homefront,Action| Thriller,2013,"6,9"
Arthur and the Invisibles,Adventure| Fantasy| Animation| Family,2007,"6,4"
Mission: Possible,Comedy| Action| Thriller,2021,"7,6"
The Dictator,Comedy,2012,"6,2"
The Unforgivable,Drama| Crime,2021,"7,5"
August 16; 1947,Comedy,2023,0
The Exorcist III,Horror| Mystery,1990,"6,2"
Meet Cute,Comedy| Romance| Science Fiction,2022,"5,8"
Lamborghini: The Man Behind the Legend,Drama| History,2022,"5,9"
Starship Troopers,Adventure| Action| Thriller| Science Fiction,1998,7
The Rugrats Movie,Family| Animation| Comedy| Adventure,1998,"6,2"
Frozen Fever,Animation| Family| Adventure| Comedy,2015,"6,8"
Poltergeist,Horror,2015,"5,2"
Poltergeist,Horror,2015,"5,2"
Case 39,Horror| Mystery| Thriller,2009,"6,3"
Intergalactic Meeting,Adventure| Science Fiction| Comedy,2022,"5,5"
Inuyasha the Movie 4: Fire on the Mystic Island,Fantasy| Animation| Adventure,2004,"7,6"
A Star Is Born,Music| Drama| Romance,2018,"7,5"
The Hallow,Fantasy| Horror,2015,"5,7"
Soul Surfer,Family| Drama,2011,7
Dark Shadows,Comedy| Fantasy,2012,6
Red Riding Hood,Fantasy| Thriller| Horror,2011,6
Ki Main Jhoot Boleya,Romance| Comedy,2023,0
Spider-Man 2,Action| Adventure| Fantasy,2004,"7,2"
Casino,Crime| Drama,1996,8
The Sorcerer's Apprentice,Fantasy| Adventure| Action,2010,"6,1"
Rascal Does Not Dream of a Dreaming Girl,Animation| Comedy| Romance| Drama| Fantasy,2019,"8,2"
Platoon,Drama| War| Action,1987,"7,7"
The Heist of the Century,Comedy| Thriller| Crime,2020,"7,8"
Powder,Drama| Fantasy| Science Fiction| Thriller,1996,"6,9"
The Spiderwick Chronicles,Family| Adventure| Fantasy,2008,"6,6"
Mavka: The Forest Song,Fantasy| Animation| Adventure| Family,2023,"7,5"
The Descent: Part 2,Adventure| Horror| Thriller,2010,"5,9"
The Animal,Comedy,2001,"5,1"
Causeway,Drama,2022,"6,7"
Pushpa: The Rise - Part 1,Action| Drama| Thriller,2021,"7,4"
Charlie's Angels,Action| Adventure| Comedy| Crime| Thriller,2000,"5,8"
Collide,Thriller| Drama| Crime,2022,"5,4"
Cult of Chucky,Horror| Thriller,2017,"5,8"
Primer,Science Fiction| Drama| Thriller,2005,"6,8"
Nausicaä of the Valley of the Wind,Adventure| Animation| Fantasy,2004,"7,9"
The Theory of Everything,Drama| Romance,2015,"7,9"
Lord of War,Crime| Drama| Thriller,2006,"7,3"
Memories of Murder,Crime| Drama| Thriller,2003,"8,1"
Creation,Drama| History,2009,"6,4"
Dragons: Gift of the Night Fury,Animation| Comedy| Adventure| Family,2011,"7,1"
What Men Want,Comedy| Romance,2019,"6,2"
Sex with Love,Comedy| Romance,2003,"6,6"
Midnight Sun,Romance| Drama,2018,"7,8"
Dragonheart: Vengeance,Fantasy| Action| Adventure,2020,"6,9"
The Experiment,Thriller| Drama,2010,"6,4"
Red Tails,Drama| Action| Adventure| History| War,2012,"6,5"
The Girl Who Leapt Through Time,Fantasy| Animation| Drama| Science Fiction,2008,"7,8"
Halo: Nightfall,Science Fiction,2014,7
10 Cloverfield Lane,Thriller| Science Fiction| Drama| Horror,2016,7
Baise-moi,Crime| Drama| Romance| Thriller,2000,"4,9"
The Sensuous Nurse,Comedy,1975,"5,5"
CHiPS,Action| Comedy| Crime,2017,"6,1"
The Nun,Horror| Mystery,2005,"5,5"
The Warrior's Way,Adventure| Fantasy| Action| Western| Thriller,2011,"6,6"
Security,Action| Thriller| Crime,2017,"6,2"
Gone with the Wind,Drama| War| Romance,1940,8
Berserk: The Golden Age Arc III - The Advent,Action| Adventure| Drama| Fantasy| Animation,2014,"7,7"
Pet Sematary,Horror| Drama,1989,"6,6"
Pet Sematary,Horror| Drama,1989,"6,6"
Patriots Day,Action| Crime| Drama| History| Thriller,2016,7
Warm Bodies,Horror| Comedy| Romance,2013,"6,4"
The Princess,Documentary| History,2022,7
The Amityville Horror,Horror,2005,"6,1"
A.I. Artificial Intelligence,Drama| Science Fiction| Adventure,2001,7
Scars 2,Drama,2007,"8,4"
Young Sister-in-Law 5,Romance,2019,"6,6"
Chained Heat,Action| Crime| Drama| Thriller,1983,"5,2"
Female Urologists 3,Drama| Romance,2020,"3,5"
Dr. No,Adventure| Action| Thriller,1963,7
The Underground Banker,Drama,1994,"5,5"
Tad the Lost Explorer and the Secret of King Midas,Animation| Adventure| Comedy| Family,2017,"6,6"
National Lampoon's Vacation,Comedy| Adventure,1983,"7,1"
Female Hostel 2,Romance| Drama,2018,"1,5"
Inkheart,Adventure| Family| Fantasy,2009,"6,3"
Re:ZERO -Starting Life in Another World- The Frozen Bond,Animation| Drama| Thriller| Fantasy,2019,"7,7"
Transformers: Revenge of the Fallen,Science Fiction| Action| Adventure,2009,"6,2"
Swingers Party with My Friend,Romance,2019,"5,8"
The Last Exorcism Part II,Horror| Thriller,2013,"4,7"
Guy Ritchie's The Covenant,Action| Drama| War,2023,0
The Cursed,Horror| Fantasy| Mystery,2022,"6,9"
Step-Brother 2,Romance,2018,"5,6"
Shot Caller,Crime| Drama| Thriller,2017,"6,9"
The Dreamers,Drama| Romance,2003,"7,2"
Cherry,Drama| Crime,2021,"7,4"
Cheaper by the Dozen,Family| Comedy,2022,"6,5"
Source Code,Thriller| Science Fiction| Mystery,2011,"7,3"
The Mist,Horror| Science Fiction| Thriller,2007,"6,9"
Friday the 13th Part VI: Jason Lives,Horror| Mystery| Thriller,1986,"6,2"
Jokyoshi Nikki 2 Abakareta Sei,,1996,0
A Christmas Carol,Animation| Family| Drama| Fantasy,2009,"6,9"
High School Musical 2,Comedy| Drama| Family| Music| Romance| TV Movie,2007,"6,5"
Air,Science Fiction| Thriller,2015,"4,9"
Batman Beyond: Return of the Joker,Animation| Family| Action| Science Fiction,2000,"7,3"
Get Smart With Money,Documentary,2022,"6,2"
Deep Impact,Action| Drama| Science Fiction,1998,"6,2"
Mother's Job,Romance| Drama,2017,"3,8"
Operation Red Sea,Action| Thriller| War| Drama,2018,"7,1"
The Noel Diary,Romance| Comedy| Drama,2022,"6,4"
Fucking Different XXX,Drama,2012,"7,2"
The Babysitters,Drama,2008,"5,9"
Kimetsu Orchestra Concert,Music,2021,"8,1"
Bao,Animation| Family| Fantasy,2018,"7,6"
Blackhat,Crime| Thriller| Action,2015,"5,5"
365 Days,Romance| Drama,2020,"7,1"
Avengers Grimm,Action| Fantasy,2015,4
Lethal Weapon,Adventure| Action| Comedy| Thriller| Crime,1987,"7,3"
One Piece: Clockwork Island Adventure,Action| Animation| Adventure,2001,7
They/Them,Horror| Thriller,2022,"5,1"
Hellraiser,Horror| Thriller,1987,"6,9"
School of Rock,Comedy| Music| Family,2004,"7,1"
Turbo: A Power Rangers Movie,Action| Adventure| Family| Fantasy| Science Fiction,1997,"5,8"
Gone in Sixty Seconds,Action| Crime| Thriller,2000,"6,4"
The Empire of Corpses,Animation| Mystery| Horror| Science Fiction,2015,6
Unhinged,Action| Thriller,2020,"6,4"
Batman Forever,Action| Crime| Fantasy,1995,"5,4"
Woman with Pierced Nipples,Drama,1983,"4,4"
