names,genre,date_x,score
Temple Grandin,Drama| History,2010,"7,7"
Snake Beauty,,1994,0
The Family Stone,Comedy| Drama| Romance,2005,"6,3"
She Will,Thriller| Horror| Drama,2022,"5,7"
Godzilla vs. Megalon,Action| Science Fiction,1973,"6,2"
A Fall from Grace,Drama| Thriller| Mystery,2020,"7,1"
Clouds of Sils Maria,Drama,2015,"6,7"
The Swimming Pool,Crime| Drama,1969,7
Timeline,Action| Adventure| Science Fiction,2004,"5,7"
Bad Country,Drama| Action| Crime,2014,"5,6"
Recurrence,Crime,2022,"5,5"
The Hudsucker Proxy,Comedy| Drama,1994,"7,1"
The Breed,Thriller| Horror,2006,"5,3"
The African Queen,Adventure| Romance,1952,"7,4"
The Legend of the Galactic Heroes: Die Neue These Seiran 1,Animation| Science Fiction,2019,"7,9"
Tunnel,Thriller| Drama| Action,2016,"7,3"
K-19: The Widowmaker,Drama| History| War| Thriller| Mystery,2002,"6,5"
Drumline: A New Beat,Music| Comedy| Drama,2014,7
How to Steal a Million,Comedy| Crime,1966,"7,5"
Jarhead 2: Field of Fire,War| Action,2014,"6,4"
The Last Seduction,Thriller| Crime| Romance| Drama,1994,"6,8"
Swingers,Comedy,1997,"6,9"
Black Rain,Drama| Action| Thriller,1990,"6,6"
Perfect Nanny,Drama| Crime| Thriller,2019,"5,9"
Imagine That,Comedy| Family,2009,6
The Sisterhood of the Traveling Pants,Drama| Comedy,2005,"6,5"
Scoop,Comedy| Mystery,2006,"6,6"
Dinner for Schmucks,Comedy,2010,"5,7"
The General,Action| Adventure| Comedy| Drama| War,1984,8
The Muppet Christmas Carol,Music| Comedy| Family| Fantasy| Drama,1992,"7,4"
Ichi the Killer,Action| Crime| Horror,2001,7
eXistenZ,Action| Thriller| Science Fiction| Horror,1999,"6,8"
Mermaids,Comedy| Drama| Romance,1991,"6,8"
Solaris,Drama| Science Fiction| Mystery,1972,"7,9"
Lars and the Real Girl,Comedy| Drama| Romance,2008,"7,2"
Rope,Crime| Drama| Thriller,1984,8
Digimon: The Movie,Fantasy| Animation| Science Fiction| Family,2001,"6,6"
I'm a Porn Star: Gay 4 Pay,Documentary,2016,"7,3"
King Solomon's Mines,Action| Adventure| Comedy,1985,"5,5"
Sorry if I Love You,Comedy,2008,"5,9"
Dragon Wars: D-War,Fantasy| Drama| Horror| Action| Thriller| Science Fiction,2008,"4,5"
Paradise Inn Phuket: The Taste of College Students,Drama| Romance,2019,"5,5"
Detective Conan: Jolly Roger in the Deep Azure,Animation| Adventure,2007,"6,6"
Shark Attack 3: Megalodon,Horror| Thriller| Action| Adventure,2002,"4,8"
The Way Back,Drama,2020,"6,6"
The Highwaymen,Crime| Drama| Thriller,2019,"6,7"
One Million Years B.C.,Adventure| Fantasy,1967,"6,1"
The Whole Ten Yards,Comedy| Thriller| Crime,2004,"5,7"
Jokyoshi Nikki 3 Himerareta Sei,,1997,3
The Reunion for Swapping,Romance,2020,1
Book Club,Romance| Comedy| Drama,2018,"6,2"
Hero,Comedy| Drama,1992,"6,4"
Tapped Out,Action| Drama,2014,"5,7"
Road House,Action| Thriller,1989,"6,6"
Recess: School's Out,Science Fiction| Family| Comedy| Animation,2001,"6,5"
Mower Minions,Comedy| Animation,2016,"6,6"
Big Eyes,Drama,2015,7
Locked Down,Comedy| Crime| Drama,2021,"5,4"
Bartok the Magnificent,Animation| Comedy| Family,1999,"6,1"
iCarly: iGo to Japan,Comedy| Family,2008,"6,8"
Jingle Jangle: A Christmas Journey,Family| Fantasy| Music,2020,"6,7"
Nazi Overlord,Action| Horror| Mystery,2018,"4,7"
The Sisters Brothers,Drama| Western,2019,"6,8"
A Hard Day's Night,Music| Comedy,1964,"7,4"
Appleseed: Ex Machina,Animation| Action| Thriller| Science Fiction,2008,"6,5"
Tomorrow I Will Date With Yesterday's You,Romance| Drama,2016,"7,6"
Detective Conan: Sunflowers of Inferno,Crime| Animation| Adventure| Mystery,2015,"6,1"
Hellraiser: Revelations,Horror,2011,"3,6"
Millennium Actress,Animation| Drama| Romance,2002,"7,8"
Tryo - Live XXV,Music,2022,6
Art of the Devil 2,Horror| Mystery| Thriller,2005,"6,5"
Dragon Ball: The Magic Begins,Action| Adventure| Fantasy| Comedy,1991,"4,1"
Pokémon Ranger and the Temple of the Sea,Family| Animation| Action| Adventure| Fantasy| Science Fiction,2006,"6,5"
My Sister’s Girlfriend,Romance| Drama,2017,0
Fatman,Action| Comedy| Fantasy,2020,"5,5"
The Kitchen,Action| Crime| Drama,2019,"6,2"
Four Good Days,Drama,2021,"6,8"
Flowers in the Attic,Drama| Mystery| Thriller| Horror,1987,"6,2"
Deep End,Drama,1970,"6,9"
Hellraiser: Inferno,Horror| Thriller| Mystery,2000,"5,4"
Sharp Stick,Comedy,2022,"5,4"
Cleaner,Crime| Thriller| Mystery,2008,6
Land of Mine,War| Drama| History,2016,"7,8"
Munich,Drama| Action| History| Thriller,2006,"7,1"
Riders of Justice,Action| Comedy,2021,"7,3"
Victor Crowley,Comedy| Horror,2017,"5,7"
Spooky Buddies,Comedy| Family| Mystery| TV Movie,2011,"6,2"
A Merry Friggin' Christmas,Comedy,2014,"5,3"
C'mon C'mon,Drama,2022,"7,3"
Black Knight,Comedy| Fantasy| Adventure,2001,"5,4"
Are We in Love?,Romance| Fantasy,2020,8
Iron Eagle,Action,1986,"5,4"
The Man Who Fell to Earth,Drama| Science Fiction,1976,"6,5"
Busty Cops: Protect and Serve!,Comedy| Crime| Mystery| Romance,2009,"4,8"
The Lost Viking,Action| Adventure| History,2018,"6,4"
Drunk Parents,Comedy,2019,"4,6"
Casanova,Adventure| Comedy| Drama| Romance,2005,"6,5"
Fools Rush In,Comedy| Drama| Romance,1997,"6,4"
Persona,Drama,2004,"8,3"
Red Scorpion,Adventure| Action| War,1989,6
Take Point,Action,2018,"7,1"
Gurren Lagann the Movie: Childhood's End,Action| Comedy| Animation,2008,"7,6"
The Pink Panther 2,Comedy| Mystery,2009,"5,7"
The Producers,Comedy,2005,"6,2"
The Kite Runner,Drama,2008,"7,3"
Shinnin Onna Kyoshi,Drama,2009,4
House,Comedy| Horror,1986,"6,1"
Midnight Special,Adventure| Drama| Science Fiction,2016,"6,2"
The Accidental Husband,Comedy| Romance,2008,"5,5"
The Devil's Own,Crime| Thriller| Drama,1997,"6,1"
Out of the Furnace,Thriller| Drama| Crime,2014,"6,6"
Padre Pio,Drama,2022,0
The Chosen Ones,Drama,2015,"6,3"
Savages,Crime| Drama| Thriller,2012,"6,3"
Riot,Action,2015,"5,7"
Rio Lobo,Western,1970,"6,4"
Assault on Precinct 13,Thriller,2005,"6,1"
Wet Woman in the Wind,Romance| Drama,2016,"5,7"
Curse of the Pink Panther,Comedy| Crime| Mystery,1983,"4,7"
Erased,Action| Thriller,2012,6
Youth,Comedy| Drama,2015,"6,9"
On Deadly Ground,Action,1994,"5,1"
Urban Legends: Bloody Mary,Horror| Thriller,2005,"4,9"
Starman,Science Fiction| Romance,1985,"6,9"
My Son,Thriller,2022,"6,2"
The Frozen Ground,Thriller| Crime,2013,"6,3"
Godzilla vs. Mechagodzilla,Action| Science Fiction,1974,7
Just Wright,Comedy| Drama| Romance,2010,"6,4"
Bulletproof Monk,Action| Comedy| Fantasy,2003,"5,5"
Dear David,Comedy| Drama| Romance,2023,"6,8"
Passengers,Drama| Mystery| Thriller| Romance,2009,"6,1"
Careful What You Wish For,Drama| Thriller,2016,"6,1"
Puella Magi Madoka Magica the Movie Part III: Rebellion,Mystery| Animation| Fantasy,2014,"7,8"
Day Watch,Fantasy| Action| Horror| Thriller,2006,"6,1"
The Substitute,Action| Thriller,1996,"6,8"
88,Thriller| Action,2015,"5,1"
HollyBlood,Comedy| Fantasy| Romance,2022,"5,5"
Tini: The New Life of Violetta,Comedy| Drama| Music,2016,"7,3"
Crossing Over,Crime| Drama,2009,"6,1"
Secrets of the Saqqara Tomb,Documentary,2020,"7,4"
Deception,Thriller| Mystery,2008,"5,9"
Little Italy,Comedy| Romance,2019,"6,8"
The Guilty,Thriller| Drama,2019,"7,3"
Mona Lisa Smile,Drama| History| Romance,2004,"6,9"
Originless,Horror| Thriller,2020,"5,5"
Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,Animation,2012,"7,3"
Open Range,Western| Action| Drama,2003,"7,2"
Bigbug,Science Fiction| Comedy,2022,"5,3"
Love Comes Softly,TV Movie| Western,2003,"6,8"
Monster High: Freaky Fusion,Animation,2014,"7,7"
K-ON! The Movie,Animation| Family| Adventure| Comedy| Music,2011,8
Torment,Drama| Thriller| Crime,1994,"6,8"
Rudy,Drama| History,1993,"7,4"
Spawn,Action| Adventure| Fantasy| Horror| Science Fiction| Thriller,1997,"5,4"
Psycho IV: The Beginning,Horror| Mystery| Thriller,1990,"5,6"
Gladiator,Action| Drama,1992,"7,6"
The Possession of Michael King,Horror,2014,6
Good Morning; Vietnam,Comedy| Drama| War,1988,"7,3"
The Net,Crime| Drama| Mystery| Thriller| Action,1995,6
Finding Michael,Documentary,2023,4
While You Were Sleeping,Romance| Comedy,1995,"6,9"
High and Low,Crime| Drama| Mystery| Thriller,1963,"8,3"
Imagine Me & You,Drama| Comedy| Romance,2006,"7,6"
Them!,Science Fiction| Horror,1954,"6,9"
Ghost Team One,Comedy| Horror,2013,"5,3"
Detective Conan: The Scarlet Bullet,Animation| Action| Crime| Mystery| Romance| Thriller,2021,"6,8"
School Of Youth 2: The Unofficial History of the Gisaeng Break-In,Comedy,2016,"1,7"
Enigma,Mystery| Drama| Thriller| Romance| War,2001,"6,4"
The Girl Who Played with Fire,Drama| Action| Thriller| Crime| Mystery,2010,7
Around the World in Eighty Days,Adventure| Comedy| Family| Fantasy| Romance,1956,"6,7"
Slaughterhouse Rulez,Action| Comedy| Fantasy| Horror,2018,"5,5"
The Story of Linda,Adventure| Crime| Drama,1981,"4,9"
Texas Killing Fields,Drama| Thriller| Crime| Mystery,2012,"5,7"
The Perfect Game,Drama| Family,2010,"6,9"
The First King,History,2019,"7,1"
Montana Story,Drama,2022,"5,7"
Look Who's Talking,Comedy| Romance,1990,"6,3"
Detective Conan: Strategy Above the Depths,Animation| Mystery,2005,"6,9"
Blade of the Immortal,Action| Drama| Fantasy,2017,"6,6"
The Maid,Romance| Drama,2014,"4,4"
Partly Cloudy,Animation| Family| Comedy,2009,"7,8"
St. Vincent,Comedy,2014,"7,1"
Knock Off,Action| Adventure| Thriller,1998,"5,2"
Peter Knife,Action| Comedy| Drama,1984,7
Alapaap,Thriller,2022,6
Targeted,Thriller,2022,"5,6"
Bringing Out the Dead,Drama,2000,"6,6"
Lunana: A Yak in the Classroom,Drama,2022,"7,4"
Spies Like Us,Comedy| Adventure,1986,"6,2"
Single White Female,Thriller| Drama,1992,"6,3"
The Hundred-Foot Journey,Drama| Comedy,2014,"7,3"
The Ghost Writer,Thriller| Mystery,2010,"6,8"
The Swarm,Thriller| Science Fiction,1978,5
Tokyo Decadence,Drama,1992,"5,9"
High Fidelity,Drama| Comedy| Romance| Music,2000,"7,1"
Hard Boiled,Action| Thriller| Crime,1992,"7,6"
Thunderstruck,Comedy| Family,2012,6
The Swan Princess: Escape from Castle Mountain,Family| Fantasy| Animation| Romance,1997,"6,1"
Friends with Money,Comedy| Drama| Romance,2006,"5,1"
V.I.P.,Crime| Thriller| Action,2017,"7,9"
Blazing Saddles,Western| Comedy,1974,"7,3"
Lock; Stock and Two Smoking Barrels,Comedy| Crime,1998,"8,1"
Martyrs Lane,Horror,2021,"6,4"
Ali,Drama,2002,"6,8"
Persona 3 the Movie: #1 Spring of Birth,Animation| Action| Fantasy,2013,"7,1"
Rebecca,Mystery| Drama| Thriller| Romance,1982,"7,9"
Guardians of Time,Adventure| Fantasy| Action| Family,2022,"8,3"
The Delta Force,Action| Thriller| Adventure,1986,"5,9"
Half Baked,Comedy| Crime,1998,"6,3"
Big Tits Zombie,Action| Horror| Comedy,2010,"5,1"
The Loved Ones,Horror,2010,"6,7"
The Big Brawl,Action| Comedy,1980,"6,1"
Dunston Checks In,Family| Comedy| Adventure,1996,"5,4"
Compartment No. 6,Drama,2022,"7,1"
Green Room,Horror| Crime| Thriller,2016,"6,7"
Urotsukidoji: Legend of the Overfiend,Animation| Action| Horror| Fantasy,1994,"6,1"
Three Colors: Red,Drama| Mystery| Romance,1994,8
El Siete Machos,Comedy| Western,1951,"8,1"
The Sisterhood of the Traveling Pants 2,Adventure| Comedy| Drama,2008,"6,2"
Bite,Horror,2015,"5,5"
Broad Peak,Drama,2022,"5,9"
The Spacewalker,Adventure| Drama| History| Thriller,2017,"7,1"
The 'Burbs,Comedy| Horror| Thriller,1989,"6,7"
Mom and Dad,Thriller| Horror| Comedy,2018,"5,4"
The Arrival,Science Fiction| Thriller,1997,6
Phenomenon,Drama| Fantasy| Romance| Science Fiction,1996,"6,3"
Seifuku niku dorei,,1985,6
My Friend's Older Sister,Romance,2016,"4,4"
Belle de Jour,Drama| Romance,1967,"7,4"
See Me After Class,Animation| Comedy,2012,"7,5"
Sube y Baja,Comedy,1959,8
Battleship Potemkin,Drama| History,1925,"7,6"
Watch Out; We're Mad,Action| Comedy,1974,"7,4"
Silk Road,Crime| Thriller,2021,"6,6"
Barbershop 2: Back in Business,Comedy| Drama,2004,"5,8"
Little Shop of Horrors,Horror| Comedy,1987,"6,9"
Identity,Mystery| Thriller,2003,"7,2"
Assassination Classroom: Graduation,Science Fiction| Comedy| Action,2016,"7,3"
The Land Before Time X: The Great Longneck Migration,Animation| Adventure| Family,2003,"6,3"
Failure to Launch,Comedy| Romance,2006,"5,8"
I Remember,Romance| Drama,2020,"6,4"
??????????,,2023,0
Sleeping with Other People,Comedy,2015,"6,3"
Taxi 5,Comedy| Action,2018,"5,5"
Batman: Mystery of the Batwoman,Adventure| Fantasy| Animation| Action| Science Fiction,2003,"6,7"
Travis Scott: Look Mom I Can Fly,Documentary| Music,2019,7
Ragnarok,Action| Adventure,2013,"5,7"
6 Days,Action| Drama| History| Thriller,2017,6
All the President's Men,Drama| History| Mystery| Thriller,1976,"7,7"
Transylvania 6-5000,Comedy| Horror,1985,"5,5"
Happily N'Ever After,Adventure| Animation| Comedy| Family| Fantasy,2007,"4,9"
Lupin III: The First,Adventure| Action| Animation,2021,"7,4"
The Hitcher,Action| Horror| Crime| Thriller,2007,"5,9"
A Matter of Loaf and Death,Animation| Comedy| Family,2008,"7,3"
Smokin' Aces 2: Assassins' Ball,Action| Comedy,2010,"5,5"
Force Majeure,Drama,2014,"6,9"
Necronomicon,Horror,1993,6
Demolition,Comedy| Drama,2016,"6,8"
The Replacement Killers,Action| Drama| Crime| Thriller| Mystery,1998,"6,2"
Snake Eyes,Thriller| Crime| Mystery,1998,"6,1"
The Boss,Comedy,2016,"5,9"
Never Sleep Again: The Elm Street Legacy,Documentary| Horror,2010,"7,9"
The Butler,Drama,2014,"7,3"
Look Who's Talking Too,Romance| Comedy,1991,"5,5"
Black Beauty,Adventure| Family,1994,"6,8"
Battle of Jangsari,Drama| History| War,2019,"6,9"
The Front Runner,Drama| History,2018,"5,9"
Made in Italy,Comedy| Drama,2020,6
The Marine 4: Moving Target,Action,2015,"6,4"
The Longest Yard,Comedy| Drama,1974,"6,8"
How to Survive Without Mum,Comedy,2023,0
The Bonfire of the Vanities,Crime| Comedy| Drama,1990,"5,6"
Christmas Unfiltered,Comedy| Drama| Family,2022,"6,3"
The Last Warrior: A Messenger of Darkness,Fantasy| Adventure| Comedy,2021,"6,7"
Final Scandal: Madam Likes It Hard,Romance,1983,"4,3"
A Simple Wish,Adventure| Comedy| Family| Fantasy,1997,"5,5"
Dream House,Mystery| Drama| Thriller,2011,"6,1"
Street Mobster,Crime| Action| Thriller,1972,"6,8"
Escaflowne: The Movie,Animation| Adventure| Drama| Fantasy,2004,"6,8"
Duplex,Comedy,2003,"6,1"
Unfinished Affairs,Thriller| Adventure,2022,"6,4"
Alien Outbreak,Science Fiction| Horror,2020,"3,9"
Good Kids,Comedy,2016,"6,4"
Ranma ˝: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,Animation| Comedy| Action| Romance,1991,"7,1"
Marked for Death,Action| Crime,1991,6
Days of Being Wild,Crime| Drama| Romance,1990,"7,3"
The Eagle,Adventure| Drama,2011,"6,2"
Dogma,Fantasy| Comedy| Adventure,1999,"6,9"
Mighty Joe Young,Adventure| Family| Action| Fantasy,1998,"6,2"
12 Rounds 3: Lockdown,Action| Thriller| Crime,2015,"5,9"
A Chinese Odyssey Part One: Pandora's Box,Fantasy| Adventure| Comedy,1995,"7,4"
Foxter and Max,Adventure| Fantasy| Family,2019,"6,7"
Zoombies,Science Fiction| Action| Horror,2016,"5,2"
Wendy Wu: Homecoming Warrior,Family| Action| Adventure| TV Movie,2006,"6,2"
Simsalabim,Music| Documentary,2023,0
My Name Is Mo'Nique,Comedy,2023,4
77+33=?,Documentary| Mystery| Adventure,2023,0
Downton Abbey,Drama| Romance| History,2019,"7,1"
Ibiza,Comedy| Romance,2018,"5,7"
What to Expect When You're Expecting,Romance| Comedy| Drama,2012,6
Provocation,Drama| Romance,1996,"5,9"
Sorority Row,Horror| Mystery,2009,"5,5"
The French Lieutenant's Woman,Drama| Romance,1981,"6,5"
The Holy Mountain,Drama,2015,"7,6"
Lady Macbeth,Drama,2017,"6,6"
The Hot Spot,Romance| Crime,1990,"6,4"
Going Places,Comedy| Drama,1974,"6,8"
Marvel Studios Assembled: The Making of Eternals,Documentary,2022,"7,2"
2048: Nowhere to Run,Science Fiction| Thriller| Action,2018,"6,8"
Detective Conan: Quarter of Silence,Animation| Action| Crime| Mystery,2011,7
The Bodyguard from Beijing,Drama| Action| Thriller,1994,"6,5"
Chasing Amy,Comedy| Drama| Romance,1997,"6,8"
Category 7: The End of the World,Action| Thriller| Adventure| Science Fiction| TV Movie,2005,"6,3"
Sex; Shame & Tears,Comedy| Drama| Romance,1999,"6,8"
A Bittersweet Life,Action| Drama| Crime,2005,"7,5"
Women in Cellblock 9,Drama| Action| Crime,1978,"4,4"
Caveman,Comedy| Adventure,1981,"6,6"
Offering to the Storm,Crime| Thriller,2020,"6,5"
Extortion,Action| Adventure| Crime| Drama| Thriller,2017,"6,2"
Yu Pui Tsuen,,1986,4
Rescue Dawn,Adventure| Drama| War,2007,"6,9"
Fight Back to School 3,Comedy| Crime| Mystery| Action,1993,"6,5"
Harry & Meghan: A Royal Romance,Romance,2018,7
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,Animation| Family| Science Fiction,2017,"6,9"
Biker Boyz,Action| Drama,2003,"6,2"
Before Sunset,Drama| Romance,2004,"7,8"
Little Boy,Comedy| Drama| War,2015,"7,2"
The Way Back,Drama| Adventure| History,2011,7
Warlock,Western,1959,"6,7"
Nick and Norah's Infinite Playlist,Comedy| Music| Drama,2008,"6,5"
The Wild Bunch,Western,1969,"7,7"
Cold Creek Manor,Mystery| Thriller,2003,"5,4"
The Hours,Drama,2002,"7,3"
Darc,Action| Thriller,2018,"6,2"
The Night Porter,War| Drama| Romance,1974,"6,9"
The Recall,Science Fiction| Horror,2017,"4,6"
The Golden Child,Action| Adventure| Comedy,1986,"5,9"
Godzilla Against MechaGodzilla,Action| Science Fiction,2002,"7,4"
Angela's Ashes,Drama,2000,"7,2"
Dinosaur Island,Adventure| Science Fiction| Family,2014,"5,5"
The Day of the Jackal,Action| Thriller,1973,"7,5"
Utřya: July 22,History| Drama,2018,"7,3"
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,Action| Adventure| Fantasy| Thriller,2017,"6,9"
Pacto de Fuga,Drama| Thriller,2020,"7,6"
Sisters,Comedy,2016,6
Pretty Baby: Brooke Shields,Documentary,2023,8
Megalodon Rising,Action| Science Fiction,2021,"6,4"
Lupin the Third vs. Detective Conan,Action| Animation| Comedy| Crime| TV Movie,2015,7
Indochine,Drama| Romance,1992,"7,1"
Buddy's Mom,Drama| Romance,2015,"4,6"
Fahrenheit 9/11,Documentary,2004,"7,1"
Marvel Studios Assembled: The Making of Thor: Love and Thunder,Documentary,2022,"7,5"
Turtles Forever,Animation| Science Fiction| Adventure,2009,"7,4"
Julia's Eyes,Horror| Thriller,2010,"6,7"
What Ever Happened to Baby Jane?,Drama| Horror| Thriller,1962,"7,9"
28 Days,Comedy| Drama,2000,"6,1"
All My Life,Romance| Drama,2020,"7,9"
Sometimes They Come Back,Horror| TV Movie,1991,"5,9"
Gokuraku sentô: Kyonyű yumomi,Comedy,2011,2
Stan & Ollie,Comedy| Drama,2019,7
Toni Erdmann,Comedy| Drama,2016,7
Night of the Zombies,Horror| Science Fiction,1981,"5,4"
Battle: Freestyle,Romance| Drama,2022,"5,5"
Pieces of a Woman,Drama,2020,"7,1"
Two Brothers,Adventure| Drama| Family,2004,"7,1"
Big Jake,Western,1971,7
Zoom,Family| Comedy| Adventure| Action| Science Fiction,2006,"5,4"
A Grand Day Out,Animation| Comedy| Family,2001,"7,5"
The Wing or the Thigh?,Comedy,1976,"7,2"
Kick the Cock,Comedy,2008,"4,1"
El día de los albańiles 3,Comedy,1987,7
Oh; Ramona!,Comedy| Romance,2019,"5,8"
Devil's Due,Horror,2014,"4,6"
M*A*S*H,Comedy| Drama| War,1970,7
Scooby-Doo! Music of the Vampire,Family| Animation| Mystery| Adventure| Comedy| Fantasy| Music,2012,"7,8"
Gabriel's Inferno: Part IV,,2022,5
10,Comedy| Romance,1980,"5,6"
Space Chimps,Animation| Family| Adventure| Comedy| Science Fiction,2008,"4,8"
Man Bites Dog,Comedy| Crime,1992,"7,2"
Hex the Patriarchy,,2023,0
Night School,Comedy,2018,"6,2"
The Gospel of John,Drama| History,2003,"7,7"
Endgame,Comedy| Crime,2021,"7,2"
The Gallows,Horror| Thriller,2015,5
Angel Eyes,Drama| Romance| Thriller,2001,"6,1"
King of Beggars,Action| Comedy| Drama,1992,"6,7"
Marathon Man,Thriller,1977,"7,2"
Junior,Comedy| Family| Romance,1994,"5,2"
Lying in Bed Alone; Breathing,Documentary,2023,0
Hen,,2023,0
Skinwalkers,Fantasy| Action| Horror,2007,"5,1"
Snake in the Eagle's Shadow,Action| Comedy,1978,"7,3"
The Visitor from the Future,Science Fiction| Comedy| Adventure,2022,"6,5"
Red Cliff,Action| Adventure| Drama| History| War,2008,"7,2"
Crayon Shin-chan: Pursuit of the Balls of Darkness,Animation| Comedy,1997,"7,5"
Lupin the Third: Jigen's Gravestone,Animation| Adventure| Action| Comedy,2014,"7,5"
Revival of Evangelion,Action| Animation| Drama| Science Fiction,1998,"7,6"
Killing Gunther,Action| Comedy,2018,"4,8"
The Fall,Adventure| Fantasy| Drama,2011,"7,6"
In the Valley of Elah,History| Drama| Thriller| Crime| Mystery,2007,"6,8"
Monster Hunter: Legends of the Guild,Animation| Adventure| Action| Fantasy,2021,"5,6"
Let Him Go,Drama| Thriller| Crime| Western,2021,"6,9"
Proud Mary,Thriller| Action| Crime,2018,"5,4"
Before the Flood,Documentary,2016,"7,7"
Blue Bayou,Drama,2021,"7,6"
Against All Odds,Action| Adventure| Crime| Drama| Romance| Thriller,1984,"5,6"
Lincoln,History| Drama,2013,"6,9"
Wuthering Heights,Drama| Romance,1992,"6,7"
The Town that Dreaded Sundown,Thriller| Horror,2014,"5,8"
The Seven Year Itch,Comedy| Romance,1955,"7,1"
The First Wives Club,Comedy,1996,"6,7"
Sun and Concrete,Drama| Crime| Adventure,2023,"7,9"
4x4,Thriller,2020,"6,4"
The Invisible Maniac,Science Fiction| Comedy| Horror,1990,"4,1"
The Thomas Crown Affair,Drama| Crime| Romance,1999,"6,7"
Kwaidan,Fantasy| Horror| Drama,1964,"7,7"
Harmonie,Animation| Drama,2014,"7,5"
Adult World,Comedy,2013,"6,1"
Still: A Michael J. Fox Movie,Documentary,2023,3
Full Time,Drama,2022,"7,2"
Daphne & Velma,Comedy| Horror| Action| Crime,2018,"6,3"
XOXO,Music| Drama,2016,6
Awakening the Zodiac,Crime| Drama| Mystery| Thriller,2017,"5,1"
Arabian Nights,Comedy| Drama| Fantasy| Romance,1974,"6,6"
Hypnotic,Crime| Mystery| Thriller,2023,0
The Relic,Horror| Mystery| Thriller,1997,6
David Attenborough: A Life on Our Planet,Documentary,2020,"8,5"
Smile,Comedy,1975,"6,3"
Paradise Alley,Action| Drama,1978,"5,8"
A.I. Rising,Science Fiction| Drama| Romance,2020,"5,1"
The Admiral: Roaring Currents,War| Action| Drama| History,2014,"7,1"
Hollywood Chainsaw Hookers,Comedy| Horror,1988,"5,8"
The Last Shift,Comedy| Drama,2020,"5,5"
The Package,Crime| Thriller| Action,1989,"6,1"
Viral,Drama| Horror| Science Fiction,2016,"5,7"
Murder by Numbers,Crime| Drama| Thriller,2002,"6,1"
The Sky Crawlers,Action| Adventure| Animation| War| Science Fiction,2009,"6,7"
Surfer; Dude,Comedy,2009,"4,6"
Silent Running,Adventure| Science Fiction,1972,"6,4"
My Life in Ruins,Comedy| Romance,2009,"6,1"
The 15:17 to Paris,Thriller| History| Drama,2018,"5,4"
Like Water for Chocolate,Drama| Romance,1992,"7,3"
Good Burger,Family| Comedy,1997,6
Pooka!,Horror| Thriller| TV Movie,2018,"5,9"
Don't Tell a Soul,Crime,2021,"6,9"
Ramona and Beezus,Comedy| Family,2010,"6,5"
102 Dalmatians,Family| Comedy,2000,"5,5"
Rushmore,Comedy| Drama,1998,"7,4"
Kung Fu Panda Holiday,Animation| Family| TV Movie| Comedy| Fantasy,2010,7
Psychokinesis,Fantasy| Action,2018,"6,1"
The 100 Candles Game,Horror,2020,"5,7"
My Rosy Life; His Rosy Passion,Drama,2014,"7,2"
Ratter,Drama| Horror| Thriller,2015,"5,1"
Crypto,Thriller| Crime| Drama,2019,"5,5"
Get Hard,Comedy,2015,6
Scooby-Doo! Legend of the Phantosaur,Family| Mystery| Animation| Comedy,2012,"7,9"
Death Note: Light Up the New World,Crime| Drama| Horror| Science Fiction| Thriller,2016,"6,4"
The Roommate,Thriller| Drama| Horror,2011,"5,4"
The Body,Thriller| Mystery,2012,"7,6"
My Best Fiend,Documentary,1999,"7,4"
Bent,Thriller| Crime,2018,"5,4"
Kill Your Darlings,Drama| Romance| Thriller,2013,"7,1"
OSS 117: Cairo; Nest of Spies,Crime| Action| Adventure| Comedy,2008,"7,3"
This Is It,Music| Documentary,2009,"7,2"
Homejack Quartet,Drama,2018,6
Whisper,Crime| Drama| Horror| Thriller,2007,"6,5"
Too Old for Fairy Tales,Family| Comedy,2022,"6,1"
The Saint,Thriller| Action| Romance| Science Fiction| Adventure,1997,"6,1"
Song for Marion,Music| Comedy| Romance| Drama,2013,"6,8"
Red Joan,Thriller| History,2019,"6,7"
Double Lover,Romance| Thriller| Drama,2018,"6,1"
Resistance,War| History| Drama,2020,7
Hunt for the Wilderpeople,Adventure| Comedy| Drama,2016,"7,7"
Dracula,Horror,1958,"7,3"
Marion; 13 ans pour toujours,Drama| TV Movie,2016,"7,1"
Friend Request,Horror| Thriller,2016,"5,5"
3-Headed Shark Attack,Science Fiction| Action| Horror,2015,"4,6"
Obsessed,Drama| Thriller,2009,"5,8"
Thale,Horror| Fantasy,2012,"5,4"
Tower Block,Thriller| Action,2012,"5,9"
A Vigilante,Thriller| Drama,2018,"5,4"
Rumble Fish,Action| Crime| Drama,1984,7
Bringing Down the House,Comedy| Drama,2003,6
My Super Ex-Girlfriend,Comedy| Science Fiction| Romance,2006,"5,1"
Mary Shelley's Frankenstein,Drama| Horror| Science Fiction| Romance,1994,"6,4"
My Cousin Vinny,Comedy| Crime,1992,"7,5"
Little Nemo: Adventures in Slumberland,Adventure| Animation| Family| Fantasy,1989,"6,7"
Song of the Sea,Family| Animation| Fantasy,2015,8
Gentlemen Prefer Blondes,Music| Comedy| Romance,1987,"7,3"
